exp,f1_mean,f1_std,auc
random_base,0.22057550746549157,0.002449844193091038,0.19313742340383017
entropy_base,0.19139093117528272,0.01644861536128203,0.18219226150046744
info_density_base,0.1702703992778094,0.015817632607497984,0.1553878303319675
random_SSL,0.6647048306000513,0.01838299273039662,0.6541664299601007
entropy_SSL,0.6451874305512187,0.04216596904252296,0.6413879541267841
info_density_SSL,0.5964176616384894,0.0639638436236838,0.6415986338622413
